typing_speed,typos,sleep_hours,screen_hours,expression,user_type,stress_level
83,11,5.1,12.6,angry,casual,100.0
102,13,7.0,3.8,angry,gamer,69.5
78,9,3.0,13.3,No face detected,gamer,68.5
49,15,1.7,1.3,disgust,casual,92.5
103,4,9.4,4.3,sad,student,76.0
83,7,5.0,8.1,fear,gamer,70.5
98,2,2.3,3.4,neutral,casual,78.0
79,10,10.3,5.1,sad,student,90.0
93,8,3.7,2.0,fear,casual,97.0
53,3,6.3,7.4,neutral,student,29.5
61,0,2.7,5.8,fear,gamer,65.0
54,4,8.2,13.7,No face detected,gamer,51.0
75,6,1.3,0.7,fear,student,89.0
117,1,5.0,5.9,No face detected,professional,61.5
10,11,2.3,0.6,angry,student,100.0
90,13,6.0,1.6,happy,gamer,19.5
41,1,2.6,8.3,No face detected,student,56.5
41,3,9.7,1.0,happy,student,19.5
17,13,9.9,1.8,No face detected,casual,59.5
52,14,5.0,15.8,surprise,casual,76.0
46,6,10.5,10.1,disgust,casual,94.0
49,15,9.3,4.8,happy,casual,57.5
11,10,6.3,11.1,sad,professional,90.0
78,4,7.7,5.1,sad,professional,46.0
28,15,6.9,12.3,angry,gamer,100.0
44,12,6.5,7.1,angry,professional,63.0
58,0,5.8,4.8,No face detected,student,25.0
109,10,8.2,9.0,angry,gamer,85.0
58,1,9.8,11.3,happy,student,36.5
110,2,4.8,0.8,surprise,student,48.0
61,10,5.3,15.8,disgust,casual,100.0
109,10,5.9,2.3,neutral,professional,55.0
86,13,8.2,11.0,sad,professional,84.5
72,4,1.9,10.3,surprise,professional,51.0
62,11,9.6,10.7,sad,student,91.5
37,5,1.4,5.1,disgust,student,72.5
101,5,9.0,4.3,disgust,gamer,62.5
115,8,8.3,13.1,fear,casual,100.0
113,12,6.8,3.5,disgust,student,73.0
60,9,7.3,1.6,fear,gamer,53.5
25,9,10.6,11.9,No face detected,gamer,88.5
55,9,3.2,9.0,fear,gamer,83.5
17,10,1.5,7.7,surprise,casual,80.0
35,0,1.7,5.5,disgust,professional,75.0
49,13,3.3,11.3,disgust,professional,89.5
72,13,4.6,12.6,neutral,gamer,64.5
75,4,3.4,11.1,fear,student,100.0
44,12,5.9,14.2,surprise,gamer,73.0
90,4,3.2,5.6,disgust,gamer,56.0
44,5,8.6,5.0,No face detected,student,32.5
44,1,2.7,14.1,happy,gamer,66.5
101,13,7.2,7.5,fear,student,99.5
67,15,1.4,1.9,No face detected,student,72.5
42,1,5.9,7.6,neutral,gamer,46.5
20,10,5.8,12.9,happy,casual,50.0
95,6,5.9,1.0,happy,student,44.0
91,14,1.4,10.7,surprise,professional,81.0
51,12,9.3,9.5,neutral,student,58.0
21,5,3.5,13.7,sad,student,97.5
58,4,7.3,2.7,happy,gamer,6.0
40,10,2.8,6.4,fear,gamer,100.0
94,7,5.5,4.8,happy,gamer,30.5
43,10,10.8,0.8,disgust,casual,75.0
110,7,3.3,5.8,No face detected,professional,75.5
31,7,2.9,0.8,happy,student,35.5
57,14,7.4,2.6,fear,professional,61.0
47,8,8.4,3.2,sad,professional,52.0
115,12,6.1,14.6,sad,student,98.0
89,2,2.4,8.6,fear,casual,100.0
28,5,1.2,3.2,neutral,professional,62.5
70,10,4.2,7.8,neutral,professional,50.0
79,0,6.6,5.2,surprise,gamer,5.0
85,10,10.9,13.7,disgust,student,100.0
83,14,2.6,5.5,sad,student,100.0
62,5,8.6,14.8,fear,student,92.5
19,1,6.7,12.1,sad,casual,66.5
64,13,2.7,11.7,No face detected,professional,79.5
98,15,1.2,9.8,disgust,student,100.0
101,0,4.2,4.1,disgust,casual,80.0
10,11,9.9,11.7,disgust,casual,100.0
87,7,1.6,11.5,neutral,casual,100.0
45,10,7.7,4.6,neutral,gamer,35.0
34,1,6.8,7.1,sad,professional,56.5
18,7,3.1,14.1,disgust,casual,95.5
91,6,7.6,2.2,disgust,gamer,49.0
43,4,1.4,10.6,neutral,gamer,71.0
120,14,1.2,9.8,disgust,casual,100.0
101,5,9.8,1.8,fear,professional,82.5
93,4,3.8,10.7,No face detected,student,86.0
117,7,9.2,7.3,angry,professional,95.5
16,1,6.3,3.9,neutral,casual,31.5
50,9,5.4,8.1,fear,gamer,73.5
120,4,5.4,13.4,sad,professional,96.0
51,15,2.4,7.6,angry,gamer,92.5
100,1,8.3,10.8,neutral,gamer,46.5
57,14,2.5,7.1,happy,student,61.0
87,13,5.6,7.1,sad,gamer,69.5
50,5,9.6,8.9,No face detected,student,52.5
49,9,4.6,9.6,neutral,casual,73.5
92,15,5.0,10.5,sad,gamer,87.5
94,15,7.1,12.7,No face detected,professional,72.5
105,6,1.5,1.4,fear,professional,94.0
87,6,5.8,14.5,No face detected,student,79.0
21,0,5.3,7.0,happy,casual,25.0
28,8,3.2,15.5,No face detected,student,82.0
37,10,1.3,12.2,No face detected,casual,85.0
42,3,6.8,6.7,neutral,gamer,39.5
110,6,8.4,7.0,angry,student,89.0
57,14,8.2,14.5,No face detected,gamer,71.0
68,6,8.9,6.5,surprise,casual,59.0
95,13,1.9,10.2,fear,casual,100.0
82,15,7.5,14.5,happy,professional,57.5
94,11,4.6,4.5,happy,casual,66.5
113,11,10.0,10.4,fear,gamer,100.0
71,13,4.2,10.0,neutral,casual,94.5
116,0,10.9,2.8,fear,student,85.0
60,13,8.6,5.9,No face detected,casual,74.5
30,12,5.7,6.4,disgust,student,68.0
118,14,1.3,15.4,No face detected,gamer,100.0
70,15,10.0,4.3,sad,casual,97.5
62,13,3.7,2.4,surprise,gamer,44.5
45,3,6.9,5.5,neutral,student,24.5
105,2,5.1,2.5,surprise,gamer,33.0
55,0,3.2,12.3,No face detected,gamer,55.0
48,8,1.9,8.1,fear,student,92.0
29,12,2.2,3.0,No face detected,student,68.0
98,4,1.3,12.6,happy,professional,66.0
80,10,5.5,2.0,fear,professional,65.0
119,10,8.8,4.4,happy,student,50.0
78,1,5.7,10.1,angry,student,81.5
65,13,1.3,13.4,fear,gamer,100.0
48,2,1.1,4.1,fear,casual,93.0
48,14,4.3,7.7,surprise,professional,51.0
36,4,1.6,5.5,fear,professional,91.0
70,2,9.4,9.5,happy,gamer,33.0
90,10,2.2,11.4,happy,professional,70.0
38,10,3.0,5.4,neutral,professional,65.0
62,6,1.3,10.2,angry,professional,84.0
10,3,1.8,15.6,surprise,student,84.5
21,5,6.3,7.1,surprise,gamer,47.5
22,10,3.0,5.3,happy,gamer,60.0
55,5,10.4,3.6,angry,student,62.5
87,7,10.1,13.0,surprise,casual,85.5
78,10,4.0,2.1,sad,student,75.0
107,0,3.2,6.4,angry,gamer,80.0
104,2,3.5,2.2,surprise,student,53.0
63,13,7.1,4.8,fear,gamer,59.5
48,7,7.3,8.4,No face detected,casual,55.5
27,4,9.6,2.7,happy,gamer,46.0
91,3,5.7,8.6,No face detected,casual,74.5
36,13,6.0,2.2,angry,professional,64.5
106,0,3.7,15.9,disgust,casual,100.0
26,4,10.1,1.8,fear,gamer,91.0
56,14,3.0,6.1,sad,student,81.0
98,9,10.9,12.7,sad,professional,98.5
88,11,1.8,0.8,fear,professional,91.5
33,11,9.2,4.0,surprise,student,36.5
108,7,10.7,2.9,angry,professional,85.5
46,3,7.3,12.5,angry,gamer,69.5
116,7,10.0,2.9,angry,professional,85.5
63,13,5.5,12.6,neutral,gamer,59.5
24,7,5.1,15.3,sad,professional,100.0
73,2,10.1,1.5,angry,gamer,58.0
99,3,4.9,8.7,angry,gamer,74.5
103,7,1.9,2.4,happy,casual,65.5
50,7,6.3,1.9,disgust,student,40.5
44,15,10.5,5.5,happy,student,52.5
34,7,7.0,6.6,angry,gamer,80.5
103,8,6.4,6.7,happy,casual,52.0
90,4,3.4,15.8,neutral,casual,86.0
36,9,9.2,15.4,No face detected,casual,68.5
48,9,8.0,5.1,sad,professional,53.5
23,5,7.2,6.2,happy,student,32.5
92,7,9.5,10.3,surprise,professional,60.5
117,11,10.2,1.1,fear,student,100.0
58,6,1.5,14.7,No face detected,gamer,74.0
18,5,11.0,2.3,fear,professional,92.5
57,13,10.3,11.5,sad,gamer,84.5
64,3,5.4,9.8,surprise,gamer,34.5
98,10,2.3,5.9,neutral,gamer,60.0
40,8,10.8,14.4,angry,professional,92.0
32,4,9.2,12.7,angry,student,81.0
108,7,9.7,8.4,happy,gamer,50.5
31,6,9.1,13.0,sad,gamer,99.0
48,7,8.8,5.3,surprise,student,35.5
80,1,2.1,4.3,disgust,casual,96.5
84,7,9.2,10.2,No face detected,gamer,55.5
11,8,7.1,4.3,No face detected,student,52.0
100,13,10.4,9.4,neutral,casual,99.5
37,7,8.9,5.8,No face detected,student,45.5
16,13,2.8,15.2,angry,casual,100.0
34,3,5.8,16.0,angry,gamer,99.5
17,14,4.9,8.3,surprise,gamer,76.0
12,2,6.9,9.9,happy,student,43.0
100,15,10.8,5.1,disgust,casual,100.0
110,9,7.8,0.6,No face detected,student,53.5
22,3,2.8,13.1,neutral,gamer,84.5
87,14,9.8,1.1,angry,student,91.0
107,7,1.4,13.6,angry,student,100.0
63,8,10.0,9.4,neutral,student,62.0
98,1,3.6,2.4,surprise,casual,51.5
75,3,3.2,11.4,sad,gamer,69.5
67,2,4.4,7.3,disgust,gamer,58.0
53,8,4.9,14.4,fear,gamer,92.0
12,0,2.7,2.0,No face detected,student,65.0
95,1,9.1,6.4,fear,gamer,76.5
65,4,1.0,10.5,disgust,student,91.0
96,13,3.3,6.5,neutral,professional,74.5
75,10,6.2,15.4,surprise,gamer,45.0
39,14,2.9,3.9,angry,casual,96.0
39,6,3.5,9.7,fear,student,84.0
106,3,5.6,3.4,disgust,student,69.5
111,8,10.4,9.6,fear,professional,100.0
53,8,2.2,6.7,surprise,professional,52.0
91,5,5.5,15.3,sad,student,97.5
96,5,5.1,7.3,No face detected,casual,77.5
17,8,4.7,12.3,neutral,professional,82.0
28,14,9.7,1.6,sad,professional,86.0
116,1,10.9,7.2,neutral,professional,66.5
82,2,5.7,10.3,fear,professional,78.0
111,4,5.0,3.0,disgust,professional,71.0
102,11,2.1,13.7,neutral,gamer,86.5
82,5,10.5,13.8,angry,professional,97.5
76,10,5.4,12.3,angry,casual,100.0
62,14,1.9,15.4,neutral,gamer,81.0
24,5,1.2,13.8,angry,casual,97.5
43,2,1.3,4.0,happy,casual,53.0
75,12,9.7,1.8,happy,gamer,33.0
20,15,5.6,15.9,surprise,student,77.5
58,1,10.2,5.6,neutral,professional,41.5
34,0,1.7,13.0,angry,student,85.0
109,11,2.4,5.9,angry,student,100.0
26,10,7.7,5.7,No face detected,professional,60.0
38,1,4.7,3.4,No face detected,gamer,51.5
93,13,4.4,5.5,angry,student,100.0
32,11,3.0,0.8,fear,gamer,100.0
11,9,3.8,4.4,happy,student,58.5
30,11,3.1,3.5,neutral,professional,61.5
36,6,3.5,15.1,happy,casual,54.0
77,8,5.5,14.9,neutral,casual,82.0
115,6,8.8,1.8,angry,gamer,74.0
33,0,5.8,4.9,sad,casual,50.0
23,12,7.2,4.1,angry,student,68.0
37,2,10.7,6.9,surprise,gamer,58.0
81,15,2.7,9.9,happy,professional,72.5
18,8,7.1,11.8,disgust,professional,87.0
19,2,2.2,1.5,angry,student,83.0
17,10,1.2,2.5,neutral,casual,65.0
78,11,5.9,13.6,neutral,student,76.5
83,8,3.3,8.5,angry,gamer,77.0
23,1,10.4,6.7,disgust,gamer,86.5
118,5,6.3,2.5,No face detected,gamer,42.5
36,12,1.7,7.3,disgust,casual,98.0
49,11,8.9,13.6,angry,gamer,91.5
17,7,7.6,15.2,disgust,student,85.5
106,6,9.9,0.5,surprise,casual,54.0
71,11,9.3,1.8,sad,casual,86.5
20,4,6.8,9.8,disgust,casual,61.0
55,8,7.3,6.3,disgust,casual,72.0
91,10,10.5,8.5,fear,professional,100.0
116,6,8.0,8.8,happy,professional,49.0
83,3,2.6,15.9,angry,student,100.0
93,12,9.6,12.0,No face detected,casual,98.0
10,6,8.7,14.3,No face detected,professional,84.0
43,3,2.6,7.6,surprise,student,49.5
13,4,4.4,12.2,angry,casual,96.0
100,5,8.5,14.1,happy,gamer,52.5
61,5,4.9,10.0,angry,student,82.5
93,7,9.2,10.2,surprise,gamer,55.5
57,5,7.2,6.2,angry,professional,52.5
118,7,3.7,15.0,happy,professional,80.5
98,0,3.4,2.5,disgust,casual,75.0
96,6,3.6,11.6,neutral,gamer,64.0
51,8,8.3,14.6,disgust,professional,77.0
67,6,4.8,8.2,neutral,professional,49.0
92,0,1.1,7.1,surprise,gamer,50.0
80,5,9.5,6.5,neutral,gamer,42.5
37,12,3.2,3.3,surprise,gamer,63.0
60,14,5.4,8.0,neutral,gamer,51.0
98,14,5.2,12.1,neutral,professional,76.0
51,12,7.9,1.2,disgust,gamer,48.0
105,7,4.4,10.4,surprise,gamer,60.5
41,13,7.7,12.0,angry,gamer,84.5
48,9,2.9,9.4,surprise,gamer,68.5
115,15,5.8,10.3,neutral,student,87.5
32,10,4.7,10.4,No face detected,professional,75.0
89,9,2.0,2.6,neutral,professional,58.5
13,13,8.1,5.4,neutral,casual,69.5
40,6,6.5,3.5,neutral,professional,19.0
15,14,6.8,3.8,No face detected,casual,56.0
48,9,1.5,2.7,surprise,gamer,53.5
24,5,3.8,6.5,disgust,gamer,92.5
32,6,9.6,11.6,disgust,professional,89.0
94,15,10.9,4.1,neutral,gamer,62.5
62,6,1.1,14.9,sad,professional,89.0
104,11,6.4,15.3,neutral,casual,76.5
46,0,6.1,3.4,surprise,professional,5.0
103,4,9.5,5.2,No face detected,casual,76.0
17,0,2.6,6.3,neutral,student,65.0
32,14,2.6,8.3,surprise,student,66.0
20,4,8.1,3.2,No face detected,casual,41.0
40,14,8.1,13.0,angry,student,91.0
90,15,7.0,13.6,sad,gamer,72.5
32,7,7.6,6.1,happy,professional,35.5
79,14,7.2,1.6,neutral,professional,31.0
68,11,2.7,15.1,sad,casual,100.0
95,15,8.4,2.4,No face detected,gamer,57.5
54,7,8.3,7.0,neutral,professional,40.5
65,6,1.1,9.8,sad,professional,79.0
79,15,9.6,12.8,No face detected,professional,72.5
60,14,7.9,8.3,fear,casual,96.0
68,3,5.2,2.4,No face detected,professional,29.5
84,4,3.6,15.1,sad,casual,100.0
30,1,6.6,1.0,sad,casual,31.5
80,1,1.0,8.4,happy,gamer,36.5
37,11,8.3,2.5,sad,gamer,76.5
101,15,3.6,10.7,surprise,student,92.5
106,2,8.0,5.9,disgust,student,68.0
61,14,2.3,7.6,sad,gamer,86.0
29,12,8.4,5.5,happy,student,48.0
61,8,3.5,2.2,sad,casual,82.0
54,2,8.4,2.5,fear,casual,68.0
105,3,10.1,0.9,No face detected,casual,64.5
44,7,10.5,8.6,neutral,gamer,65.5
92,5,4.5,15.4,disgust,casual,100.0
100,11,4.9,6.1,fear,casual,100.0
39,1,10.5,13.9,disgust,casual,76.5
89,13,6.3,7.6,neutral,casual,74.5
13,8,5.6,15.0,fear,casual,100.0
97,0,2.5,15.6,surprise,gamer,65.0
39,14,9.3,13.9,sad,professional,100.0
29,6,2.5,0.7,disgust,student,74.0
74,0,5.4,13.2,disgust,gamer,60.0
49,1,1.3,2.5,No face detected,student,41.5
66,15,8.4,6.5,happy,professional,42.5
59,15,2.2,5.3,neutral,student,67.5
13,5,6.0,15.5,fear,gamer,97.5
112,0,6.8,2.0,fear,casual,65.0
96,9,5.5,6.8,angry,gamer,78.5
59,12,7.9,4.7,angry,student,53.0
31,13,10.6,13.6,neutral,casual,74.5
62,11,4.8,9.3,fear,gamer,86.5
119,12,4.7,2.6,No face detected,casual,73.0
101,10,5.9,6.1,sad,gamer,80.0
77,14,1.8,9.4,No face detected,professional,76.0
56,2,9.2,2.8,surprise,professional,23.0
92,10,10.4,1.5,fear,gamer,85.0
111,2,7.6,16.0,happy,professional,53.0
67,11,9.0,8.9,neutral,student,61.5
104,4,4.7,2.4,surprise,gamer,41.0
63,15,2.2,15.0,surprise,casual,100.0
120,1,6.5,10.7,disgust,casual,81.5
49,12,8.9,11.6,fear,gamer,93.0
45,6,4.1,15.9,disgust,casual,89.0
14,11,10.0,8.2,sad,student,100.0
21,12,5.3,14.4,sad,casual,83.0
10,6,7.9,1.4,happy,casual,24.0
35,8,7.6,2.2,angry,student,47.0
24,11,1.3,4.5,angry,professional,100.0
75,5,4.0,11.3,surprise,student,62.5
96,13,8.0,7.1,fear,student,99.5
38,4,8.2,5.3,sad,gamer,66.0
72,15,5.2,6.1,happy,student,57.5
65,6,5.5,2.9,surprise,professional,24.0
23,14,5.2,15.8,sad,gamer,100.0
85,10,6.5,1.6,angry,student,70.0
22,14,4.6,9.2,disgust,professional,100.0
43,11,2.8,1.3,angry,casual,91.5
91,3,8.7,11.2,happy,student,59.5
86,2,10.3,11.8,No face detected,professional,68.0
30,14,10.8,4.5,disgust,casual,81.0
102,11,10.9,2.3,neutral,professional,66.5
89,5,2.1,0.6,disgust,student,82.5
93,12,1.5,15.2,fear,professional,100.0
45,3,10.5,3.1,angry,casual,79.5
37,5,4.9,10.9,fear,gamer,97.5
112,15,5.0,2.8,angry,gamer,87.5
29,9,3.2,6.2,happy,casual,48.5
68,2,2.3,14.7,angry,professional,88.0
49,14,4.9,10.2,angry,casual,100.0
101,10,7.8,13.3,sad,professional,90.0
91,10,9.1,4.0,disgust,gamer,70.0
61,15,9.8,11.0,happy,student,67.5
38,7,7.7,15.1,No face detected,gamer,70.5
42,13,4.4,7.2,angry,professional,79.5
30,3,6.9,14.5,fear,gamer,94.5
30,14,7.5,11.2,sad,student,71.0
97,11,5.5,3.6,No face detected,casual,76.5
56,13,2.5,1.7,happy,professional,44.5
114,5,1.0,6.5,disgust,professional,97.5
30,3,4.4,10.1,disgust,professional,79.5
97,2,6.9,10.4,sad,gamer,58.0
36,14,7.8,15.3,disgust,student,76.0
47,15,1.9,7.3,neutral,casual,92.5
13,8,2.9,16.0,happy,gamer,87.0
17,3,4.2,3.9,disgust,gamer,74.5
86,10,5.0,9.2,surprise,casual,80.0
26,0,6.2,14.3,fear,gamer,90.0
14,8,1.2,13.0,happy,student,87.0
74,11,1.3,2.9,angry,casual,100.0
63,6,4.7,13.9,neutral,professional,59.0
95,14,9.7,14.9,surprise,gamer,76.0
17,15,3.6,5.1,happy,gamer,67.5
87,15,1.4,10.0,fear,casual,100.0
110,14,9.9,5.9,sad,casual,100.0
28,5,2.5,5.6,neutral,professional,72.5
88,3,6.4,15.8,surprise,student,54.5
89,10,2.4,15.5,neutral,gamer,75.0
68,0,1.1,13.2,disgust,casual,100.0
51,7,3.3,10.4,No face detected,student,65.5
26,11,8.5,5.9,happy,gamer,51.5
29,13,7.1,12.0,sad,professional,89.5
111,8,2.3,12.1,happy,student,87.0
101,15,5.0,8.8,surprise,student,77.5
109,4,7.0,3.4,angry,student,66.0
55,7,3.0,4.2,surprise,casual,60.5
22,10,4.6,7.6,sad,professional,95.0
92,10,4.4,8.6,surprise,student,75.0
119,2,1.4,12.2,disgust,professional,100.0
41,8,3.4,9.8,No face detected,professional,62.0
117,8,9.8,6.3,neutral,student,72.0
89,9,3.0,5.2,surprise,casual,78.5
24,15,6.5,8.8,neutral,professional,72.5
74,14,7.7,8.5,sad,student,81.0
41,3,11.0,5.3,fear,casual,89.5
22,3,10.2,11.5,happy,casual,49.5
84,9,1.5,9.0,sad,student,100.0
41,2,10.2,8.9,neutral,gamer,58.0
53,8,2.9,4.0,happy,professional,37.0
37,0,9.9,14.4,disgust,professional,80.0
109,9,4.0,2.2,fear,professional,88.5
30,7,7.4,7.7,No face detected,gamer,60.5
22,12,4.6,12.2,angry,student,100.0
83,8,1.3,0.6,fear,professional,87.0
21,10,9.6,6.9,disgust,professional,95.0
27,2,2.9,7.3,No face detected,gamer,78.0
91,12,7.9,10.0,surprise,professional,53.0
39,1,7.9,2.3,fear,student,41.5
76,2,8.0,4.5,fear,professional,43.0
74,0,2.8,6.7,angry,student,85.0
113,8,10.3,2.1,sad,gamer,82.0
10,9,3.7,3.6,happy,gamer,58.5
42,1,3.6,8.1,disgust,student,66.5
26,2,5.7,6.3,sad,student,63.0
62,8,8.3,6.8,angry,professional,67.0
48,12,9.8,6.1,fear,casual,98.0
119,3,3.7,10.1,disgust,professional,94.5
24,5,9.2,0.9,happy,student,37.5
77,9,2.0,10.2,sad,gamer,83.5
102,6,1.2,12.9,surprise,professional,79.0
63,3,4.5,13.8,disgust,student,84.5
111,9,9.4,9.8,angry,gamer,98.5
45,14,7.0,10.6,sad,student,71.0
39,11,1.1,12.9,No face detected,professional,86.5
10,11,4.9,5.4,happy,student,66.5
40,8,10.9,11.4,No face detected,casual,72.0
13,14,10.6,2.6,No face detected,professional,81.0
80,12,9.4,8.5,angry,professional,83.0
14,14,5.7,9.0,angry,casual,100.0
51,8,4.2,6.6,fear,gamer,77.0
103,8,3.8,15.6,happy,casual,82.0
104,7,4.2,1.1,happy,student,50.5
15,15,9.5,12.3,disgust,gamer,100.0
61,0,10.8,15.9,No face detected,gamer,60.0
120,6,4.8,4.6,fear,casual,99.0
101,5,1.9,10.4,happy,casual,87.5
36,10,5.5,7.7,disgust,professional,75.0
43,1,4.0,3.4,No face detected,student,31.5
22,0,1.9,5.8,happy,casual,45.0
103,9,1.2,3.3,neutral,student,73.5
23,4,4.3,12.2,sad,student,91.0
70,3,9.1,2.8,sad,student,59.5
89,13,7.1,11.5,fear,casual,100.0
103,8,4.8,6.7,happy,gamer,52.0
16,12,9.8,3.2,fear,student,93.0
81,6,9.0,1.7,surprise,casual,49.0
96,4,7.0,2.4,disgust,casual,61.0
107,11,10.9,7.5,neutral,student,86.5
101,10,10.1,12.6,angry,student,100.0
78,1,1.1,10.6,angry,casual,100.0
40,8,3.0,1.7,sad,student,62.0
28,8,2.7,2.2,No face detected,professional,72.0
76,10,2.7,13.5,disgust,gamer,90.0
51,12,4.5,9.9,disgust,student,78.0
61,11,1.4,12.9,No face detected,casual,100.0
120,0,8.7,10.4,surprise,student,60.0
55,10,9.9,4.2,disgust,gamer,60.0
79,5,1.7,12.7,happy,professional,52.5
26,2,2.5,5.4,happy,gamer,53.0
117,8,7.7,0.6,neutral,casual,47.0
101,15,10.1,9.5,surprise,casual,97.5
52,15,1.5,15.8,disgust,gamer,100.0
21,14,5.5,3.3,sad,casual,71.0
13,6,3.1,0.9,neutral,professional,64.0
111,13,5.9,4.1,disgust,casual,94.5
40,9,5.5,6.2,angry,casual,73.5
50,14,7.3,13.6,No face detected,student,61.0
85,1,7.0,1.6,disgust,casual,56.5
25,11,10.3,13.6,angry,professional,100.0
102,11,10.0,11.1,No face detected,student,91.5
32,15,5.3,11.8,neutral,casual,67.5
69,4,3.9,9.6,sad,casual,100.0
56,10,9.0,10.2,sad,student,75.0
118,3,5.2,13.0,fear,casual,100.0
61,2,7.6,13.6,sad,professional,58.0
40,4,1.4,6.3,angry,casual,86.0
44,8,2.3,14.7,happy,casual,77.0
35,15,3.9,9.9,neutral,professional,77.5
17,1,2.3,13.4,sad,professional,100.0
58,7,3.4,14.9,sad,casual,100.0
23,10,5.0,13.9,surprise,gamer,75.0
69,1,9.0,15.9,No face detected,professional,51.5
93,14,1.9,12.5,angry,casual,100.0
52,0,2.3,7.8,fear,gamer,75.0
25,5,7.5,10.9,sad,professional,72.5
105,4,10.8,1.5,happy,casual,51.0
34,1,9.5,3.3,No face detected,professional,46.5
116,1,6.8,0.9,surprise,casual,31.5
18,8,7.6,1.1,No face detected,student,47.0
98,13,6.4,8.6,No face detected,professional,64.5
37,1,8.7,5.0,angry,professional,56.5
93,13,8.8,9.7,No face detected,student,84.5
82,9,1.1,11.4,angry,casual,100.0
39,14,3.5,1.2,angry,student,76.0
85,15,8.6,14.4,happy,gamer,57.5
89,13,7.5,4.3,happy,student,39.5
88,3,10.6,11.0,fear,professional,89.5
77,15,10.5,13.7,sad,gamer,92.5
81,10,3.1,2.7,angry,professional,80.0
48,14,8.1,5.9,surprise,professional,46.0
18,12,3.8,4.9,disgust,gamer,93.0
37,6,2.4,11.2,surprise,casual,69.0
61,1,2.2,15.0,fear,casual,100.0
101,7,3.2,1.7,sad,casual,85.5
105,15,1.0,10.9,happy,gamer,77.5
109,2,8.8,3.1,fear,student,78.0
26,5,7.6,5.5,disgust,casual,52.5
104,4,2.1,9.6,fear,professional,100.0
22,8,10.9,9.1,disgust,casual,87.0
108,13,3.8,1.7,happy,casual,64.5
23,6,7.7,15.1,surprise,professional,64.0
108,10,5.3,12.7,No face detected,student,90.0
104,15,5.5,1.9,angry,professional,87.5
62,0,3.7,7.9,fear,gamer,70.0
48,8,2.4,3.0,neutral,student,47.0
11,1,10.4,1.9,neutral,professional,56.5
63,14,2.6,11.4,No face detected,professional,81.0
66,1,4.2,3.1,fear,gamer,56.5
102,14,2.4,2.8,surprise,professional,71.0
44,6,1.2,0.8,happy,gamer,49.0
26,12,6.0,14.6,happy,student,53.0
64,1,6.6,4.7,No face detected,gamer,16.5
60,13,9.3,7.9,fear,professional,84.5
15,7,7.8,12.0,fear,student,90.5
21,11,3.3,11.5,surprise,gamer,81.5
106,1,8.0,11.7,fear,casual,91.5
85,4,1.0,12.9,angry,casual,100.0
93,9,9.9,4.2,No face detected,casual,78.5
29,14,1.4,6.2,fear,student,100.0
27,14,4.0,4.5,sad,student,76.0
94,6,2.0,12.8,happy,professional,69.0
114,9,7.3,10.0,No face detected,casual,78.5
23,6,1.5,9.4,sad,casual,94.0
63,2,9.5,11.5,fear,gamer,73.0
47,10,9.5,7.6,happy,professional,40.0
27,5,11.0,13.2,disgust,gamer,100.0
31,14,1.9,9.8,disgust,gamer,100.0
47,7,6.4,8.2,sad,professional,55.5
81,11,3.8,10.2,surprise,gamer,56.5
107,0,7.3,4.8,fear,student,65.0
34,5,8.3,6.9,sad,professional,72.5
90,13,3.1,6.8,neutral,casual,89.5
91,13,1.3,14.2,fear,student,100.0
77,5,7.4,14.7,happy,professional,32.5
45,3,8.9,9.1,happy,gamer,39.5
71,5,3.8,8.8,happy,gamer,37.5
81,12,2.9,5.0,neutral,student,73.0
96,13,8.3,13.1,angry,gamer,94.5
40,5,7.9,14.8,fear,gamer,87.5
109,11,9.6,10.8,disgust,casual,100.0
58,2,3.7,8.9,neutral,student,48.0
106,3,3.8,14.7,surprise,student,79.5
30,12,7.9,13.7,happy,casual,43.0
29,14,2.4,12.6,happy,casual,76.0
44,6,2.9,7.3,angry,gamer,94.0
76,12,9.6,11.2,sad,gamer,78.0
54,0,5.6,12.6,happy,casual,50.0
22,6,9.0,5.9,disgust,professional,84.0
54,6,3.9,2.9,angry,student,64.0
26,2,10.4,4.5,No face detected,professional,58.0
110,1,4.6,9.8,angry,student,91.5
58,10,6.3,4.0,sad,gamer,45.0
106,6,5.2,4.3,happy,student,44.0
82,6,4.9,2.2,sad,professional,64.0
28,0,10.4,4.0,angry,professional,75.0
18,0,6.4,3.5,surprise,student,25.0
106,12,9.1,13.7,happy,casual,83.0
36,4,4.9,15.1,No face detected,student,61.0
88,14,8.6,10.7,fear,gamer,86.0
71,6,2.9,12.8,disgust,student,100.0
52,9,3.9,6.9,disgust,student,73.5
76,11,1.1,7.7,disgust,student,100.0
106,15,3.1,12.9,surprise,student,97.5
99,15,8.3,5.4,disgust,professional,87.5
109,11,2.1,10.3,No face detected,gamer,86.5
86,4,9.7,8.5,sad,professional,76.0
34,9,6.4,11.3,happy,gamer,53.5
56,14,3.7,2.3,surprise,gamer,46.0
10,12,6.3,3.2,fear,gamer,83.0
33,1,10.3,7.3,disgust,professional,76.5
97,15,9.0,13.5,sad,professional,100.0
42,12,10.1,10.2,disgust,professional,83.0
24,3,3.4,3.8,fear,gamer,89.5
22,9,10.2,4.9,No face detected,student,63.5
29,1,10.7,3.9,No face detected,professional,56.5
20,2,8.8,7.3,No face detected,student,58.0
27,15,3.1,1.7,fear,professional,100.0
